"Title","author","published","ISBN","price","image","category","category","category","category"
"Naturfredninger I Vest- , Midt- og Sydsjælland. Holbæk, Sorø og Præstø amter.","Knud Dahl"," fra 1967 på G. E. C. Gads forlag. Hft. 113 sider","87-7602-047-9","10 kr","","Natur"
"Nationalmuseets Arbejdsmark  2003","Nationalmuseet"," fra 2003 på forlaget Nationalmuseet. Indb. 229 sider","87-7602-011-8","30 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 2002","Nationalmuseet"," fra 2002 på forlaget Poultry Kristensens Grafisk Virksomhed A/ S. indb. 205 sider","87-7468-425-6","30 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 2001","Nationalmuseet"," fra 2001 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 203 sider","87-7468-4175","30 kr","","Historie:Danmark","Arkæologi"
"Natinalmuseets Arbejdsmark . 2000","Nationalmuseet"," fra 2001 på forlaget Natinalmuseet. Indb. 179 sider","87-89384-76-8","30 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1999","Nationalmuseet"," fra 1999 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 187 sider","87-7468-4051","20 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark 1998","Nationalmuseet"," fra 1998 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 195 sider","87-7468-4361","20 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1997","Nationalmuseet"," fra 1997 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 216 sider","87-7468-426-4","20 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1996","Nationalmuseet"," fra 1996 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 219 sider. ","87-7468-410-8","20 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1995","Natinalmuseet"," fra 1995 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 216 sider","87-7468-400-0","20 kr","","Historie:Danmark","Arkæologi"
"Natinalmuseets Arbejdsmark. 1994","Nationalmuseet"," fra 1994 på forlaget Poultry Kristensens Grafisk Virksomhed. Indb. 208 sider. ","87-7468-389-6","20 kr","","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1993","Nationalmuseet"," fra 1993 på Poultry Kristensens forlag. Indb. 220 sider","87-7468-361-6","20 kr","","Historie:Danmark","Arkæologi"
"BRUTUS - Drama i fem akter","Johan Bojer"," fra 1904 på forlaget Nordisk","87-7468-361-6","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Skønlitteratur","Skuespil","Drama"
"Nationalmuseets Arbejdsmark. 1992","Nationalmuseet"," fra 1992 på Poul Kristensens forlag. Indb. 223 sider. ","87-7468-346-2","15 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1991","Nationalmuseet"," fra 1991 på Poul Kristensens forlag. Indb. 223 sider. ","87-7468-304-7","15 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1990","Nationalmuseet"," fra 1990 på Nyt Nordisk forlag. Indb. 224 sider.","87-17-06207-1","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark. 1989","Nationalmuseet"," fra 1989 på Nyt Nordisk forlag. Indb. 223 sider. ","87-17-06116-4","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark 1988","Nationalmuseet"," fra 1988 på Nyt Nordisk forlag. Indb. 223 sider. ","87-17-05934-8","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark 1987","Nationalmuseet"," fra 1987 på forlaget Nationalmuseet. Indb. 232 sider. ","87-98188-00-4","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Nationalmuseets Arbejdsmark 1978","Nationalmuseet"," fra 1978 på forlaget Nationalmuseet. Indb. 134 sider. ","87-480-0179-1","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Historie:Danmark","Arkæologi"
"Illustreret Videnskab, Hele Året, Verden Rundt 2006","Lotte Lulu Nielsen og Hanne-Luise Danielsen (red)"," fra 2007 på forlaget Bonnier. Indb. 128 sider. Illustr.","978-87-7741-546-9","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Dokumentar"
"Illustreret Videnskab. Hele Året. Verden rundt. 2007.","Erik Wied og Hanne-Luise Danielsen (red)"," fra 2008 på forlaget Bonnier. Indb. 128 sider. Illustr. ","987-82-535-3000-0","20 kr","http://www.bogbasen.dk/images/3732509_125_125.jpg","Dokumentar"
"Krig, Comedier og Enevoldspragt - 1683-1746","Palle Lauring"," fra 1979 på forlaget Schønbergske","8757008450","20 kr","http://www.bogbasen.dk/images/3719248_125_125.jpg","Historie:Danmark"
"Rejsen til Amerika- og andre vilde skud","Morten Sabroe","1. udgave fra 2006 på forlaget Ajour. Hft. 183 sider. ","87-91620- 19-8","20 kr","http://www.bogbasen.dk/images/3719248_125_125.jpg","Skønlitteratur"
"Det fjerne land","Nevil Shute","","","15 kr","","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner"
"Mellemlanding","Nevel Shute","","","10 kr","","Romaner"
"Miss Garnets engel","Salley Vickers","2. udgave fra 2005 på forlaget Sommer & Sørensen. Paperback, 256sider. Fin stand","","25 kr","http://www.bogbasen.dk/images/3654290_125_125.jpg","Romaner"
"Kuriøse Antikviteter","Maj Fehrman"," fra 1964 på forlaget Stig Vendelkær. Hft. 100sider, illustreret. Fin stand","","30 kr","http://www.bogbasen.dk/images/3654792_125_125.jpg","Hobby","Antikviteter"
"Bibelens historier. Det gamle testamente","Ingrid Schrøder-Hansen"," fra 1999 på forlaget Gyldendal. Indb. 352 sider","87-00-35068-0","35 kr","http://www.bogbasen.dk/images/3729789_125_125.jpg","Religion"
"Markurells i Wadköbing","Hjalmar Bergman"," fra 1979 på forlaget Schultz","87-569-0435-5","20 kr","http://www.bogbasen.dk/images/3732637_125_125.jpg","Skønlitteratur","Humor","Fortællinger"
"HÆRVEJEN - en tusindaarig vej fra Viborg til Danevirke","Hugo Matthiessen"," fra 1951 på forlaget Gyldendal. Hft. 131sider, illustreret","87-569-0435-5","20 kr","http://www.bogbasen.dk/images/3741632_125_125.jpg","Lokalhistorie"
"Dyrene omkring os på landet","Genfortalt af Torben W. Langer"," fra 1967 på forlaget Lademann. Indb.","87-15-03009-1","20 kr","http://www.bogbasen.dk/images/3734510_125_125.jpg","Børnebøger"
"Årets største begivenheder i billeder 1900-1914","Carl Næsh-Hendriksen"," fra 1966 på forlaget Dana. Indb. 23x31cm. 252sider, illustreret","87-15-03009-1","40 kr","http://www.bogbasen.dk/images/3652224_125_125.jpg","Dokumentar"
"Årets største begivenheder i billeder 1920-1930","Carl Næsh-Hendriksen"," fra 1966 på forlaget Dana. Indb. 23x31cm. 255sider, illustreret","87-15-03009-1","40 kr","http://www.bogbasen.dk/images/3652227_125_125.jpg","Dokumentar"
"Årets største begivenheder i billeder 1930-1935","Carl Næsh-Hendriksen"," fra 1966 på forlaget Dana. Indb. 23x31cm. 253sider, illustreret","87-15-03009-1","40 kr","http://www.bogbasen.dk/images/3652228_125_125.jpg","Dokumentar"
"Bønner, Nødder & Linser - Sarah Browns Grønne Køkken","Sarah Brown"," fra 1988 på forlaget Sesam. Hft. 96sider","87-15-03009-1","15 kr","http://www.bogbasen.dk/images/3729418_125_125.jpg","Kogebøger","Mad & gastronomi"
"Sout Beach Kogebogen","Arthur Agatston"," fra 2005 på forlaget Aschehoug. Indb. 344sider, illustreret. Fin stand","9788711261705","25 kr","http://www.bogbasen.dk/images/3729505_125_125.jpg","Kogebøger","Mad & gastronomi"
"Biksemad med mere .... Motel Aalborg Sheelsminde","Aloisia og Hugo Jensen"," fra 1961 på forlaget Aksel Schølin. Hft. 32sider. Fin stand","9788711261705","10 kr","http://www.bogbasen.dk/images/3729413_125_125.jpg","Kogebøger","Mad & gastronomi"
"Ryssensteens Historie fra Frederik VI til vore dage","Arnold Richard Nielsen"," fra 1933 på forlaget C.A.Jørgensens bogtrykkri","9788711261705","20 kr","http://www.bogbasen.dk/images/3741037_125_125.jpg","Lokalhistorie"
"Det blinde punkt - En Rebekka Holm-Krimi","Julie Hastrup","4. udgave fra 2014 på forlaget Rosinante, paperback. 399sider","9788711261705","35 kr","http://www.bogbasen.dk/images/3622850_125_125.jpg","Skønlitteratur","Romaner"
"Fodboldlegionærerne - fra Middelboe til Mexico","Frits Christensen"," fra 1986 på forlaget Nyt Nordisk. Hft. 16x20cm. 168sider, illustreret. Pæn stand","87-17-05455-9","20 kr","http://www.bogbasen.dk/images/3674092_125_125.jpg","Hobby","Sport & fritid"
"Honningkrukkerne - om mennesker - i mange lande og tidsepoker","B. J. Rambøll"," fra 1958 på forlaget Grafisk. Hft. 159sider","87-17-05455-9","20 kr","http://www.bogbasen.dk/images/3663516_125_125.jpg","Samfundsvidenskab"
"Danske Støbejernskors","Aase Faye","1. udgave fra 1988 på forlaget Nyt Nordisk","87-17-05923-2","40 kr","http://www.bogbasen.dk/images/3724219_125_125.jpg","Historie:Kultur"
"En sang på trapperne","Henning Ipsen"," fra 1981 på forlaget Danmark","87-17-05923-2","20 kr","http://www.bogbasen.dk/images/3142427_125_125.jpg","Skønlitteratur"
"Stueplante-håndbog. - om 280 populære planter til stuen, altanen og terrassen","Agnete Agger og K. Jacobi (red) Bo Bedre","7. udgave fra 1982 på forlaget Fogtdal. Indb. 191sider, illustreret. Fin stand","8742701198","20 kr","http://www.bogbasen.dk/images/3655085_125_125.jpg","Hus & have"
"MIN EGEN BOG - den første begynderbog i dansk","Helge Jensen, Torben Gregersen, Inger Merete Nordentoft"," fra 1953 på forlaget Nordisk. Indb. 112sider, illustreret med tegninger. Udv.brugsspor, ellers god stand","8742701198","10 kr","http://www.bogbasen.dk/images/3729014_125_125.jpg","Børnebøger"
"CHRISTIERN II.s DATTER","Børge Janssen"," fra 1948 på Hus og Hjems forlag","8742701198","20 kr","http://www.bogbasen.dk/images/3732609_125_125.jpg","Historie:Danmark","Fortællinger"
"Skibet i Flasken","Dea Trier Mørch"," fra 1989 på forlaget Gyldendal. INDB. 193sider illustreret med tegninger","8742701198","20 kr","http://www.bogbasen.dk/images/3737892_125_125.jpg","Skønlitteratur"
"BAL I DEN BORGERLIGE - En folkekomedie med sange.","Ernst Bruun Olsen","Her er hele teksten til skuespillet fra 1966.
Hft. 145sider. 
SPAR PORTO ved at købe mere samlet - indtil 5kg sendes for 40kr. - til afhentning i pakkeshop.","8742701198","20 kr","http://www.bogbasen.dk/images/3731449_125_125.jpg","Skønlitteratur","Skuespil"
"Fatuhiva - Tilbage til naturen","Thor Heyerdahl"," fra 1977 på forlaget Lademann","","20 kr","http://www.bogbasen.dk/images/3432818_125_125.jpg","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner","Samfund & historie"
"Laterna Magica","Ingmar Berman","4. udgave fra 1989 på forlaget Lindhardt& Ringhof. Indb. 253 sider","87-595-0055-7","20 kr","http://www.bogbasen.dk/images/3639892_125_125.jpg","Erindringer"
"Vredens druer","John Steinbeck"," fra 1960 på forlaget Gyldendal. Indb. 513 sider. ","87-595-0055-7","25 kr","http://www.bogbasen.dk/images/3669327_125_125.jpg","Skønlitteratur"
"Ufarlige Historier ","Villy Sørensen "," fra 1963 på forlaget Gyldendals Bekkasinbøger.","87-595-0055-7","15 kr","http://www.bogbasen.dk/images/3709113_125_125.jpg","Noveller"
"Mrs de Winter - fortsættelsen af Daphne du Mauriers 'Rebecca'","Susan Hill "," fra 1994 på forlaget L&R.; Paperback ","87-595-0055-7","10 kr","http://www.bogbasen.dk/images/3709115_125_125.jpg","Romaner"
"Casino - Den virkelige historie bag Martin Scorseses storfilm om Las Vegas","Nicholas Pileggi"," fra 1996 på forlaget L&R.; Paperback ","87-595-0055-7","10 kr","http://www.bogbasen.dk/images/3739220_125_125.jpg","Romaner"
"Afslørende rekorder fra hele verden","M. Guinness"," fra 1983 på forlaget Danmark. Hft. 79sider, illustreret","87-15-07807-8","20 kr","http://www.bogbasen.dk/images/3741208_125_125.jpg","Dokumentar"
"Hvad skete der med RADIOEN under krigen","Ernst Christiansen og Peder Nørgaard"," fra 1945 på forlaget Fremad. Hft. 224sider","87-15-07807-8","20 kr","http://www.bogbasen.dk/images/3741186_125_125.jpg","Samfund & historie"
"Verdens Politik Journalistik - Festskrift for Erik Reske-Nielsen","Lars Alfvegren mfl (red)"," fra 1980 på forlaget Centrum","87-583-0032-5","20 kr","http://www.bogbasen.dk/images/3670900_125_125.jpg","Studiebøger","Politik","Journalistik"
"Tjæremilen","Sara Lidman"," fra 1962 på forlaget Hasselbalch. Paperback, 184sider","87-583-0032-5","15 kr","http://www.bogbasen.dk/images/3710031_125_125.jpg","Skønlitteratur"
"Mercedes-Benz Syndromet","Gretelise Holm"," fra 2002 på forlaget Rosinante Minibacks. Paperback, 302sider","87-583-0032-5","20 kr","http://www.bogbasen.dk/images/3628999_125_125.jpg","Romaner"
"SANCT HANS URT vi sanke","Fredrik Nygaard"," fra 1949 på forlaget Jespersen og Pio","87-583-0032-5","20 kr","http://www.bogbasen.dk/images/3264210_125_125.jpg","Skønlitteratur","Digte"
"International Møbelhaandbog I","Ole Haslund, Edward C.J.Wolf, H.O.Bøggild-Andersen"," fra 1945 på Alfred G. Hassings forlag","87-583-0032-5","30 kr","http://www.bogbasen.dk/images/3679326_125_125.jpg","Hobby","Antikviteter"
"Barnets første år. - En fotobog om det første leveår","Mark van Blankenstein m.fl. - Henning Andersen (red)"," fra 1962 på forlaget Gyldendal. Hft.127 sider med s/h fotos","87-583-0032-5","20 kr","http://www.bogbasen.dk/images/3731469_125_125.jpg","Studiebøger"
"Lægen i Sumpen - i den Portugisiske AfrikaKoloni Angola","Robert Shaw"," fra 1963 på forlaget Fremad. Hft. 212sider","87-583-0032-5","15 kr","http://www.bogbasen.dk/images/3710675_125_125.jpg","Skønlitteratur"
"ØYEBLIKK I PEIPING - I+II","Lin Yutang","En roman fra nåtidens China. Norsk tekst. Indb. 817sider. 1264g.","87-583-0032-5","20 kr","http://www.bogbasen.dk/images/3718276_125_125.jpg","Skønlitteratur"
"Catriona - hvad der videre hændte David Balfour hjemme og i det Fremmede","Robert Louis Stevenson"," fra 1946 på forlaget Rosenkilde og Bagger. Indb. 293sider, illustreret","87-583-0032-5","25 kr","http://www.bogbasen.dk/images/3739222_125_125.jpg","Romaner"
"Den gode opgave - Håndbog i opgaveskrivning på videregående uddannelser","Lotte Rienecker og Peter Stray Jørgensen","3. udgave fra 2005 på forlaget Samfundslitteratur. Hft. 412sider. Markeringer med blyant","8759311649","40 kr","http://www.bogbasen.dk/images/3681581_125_125.jpg","Studiebøger"
"Etymologisches Wörterbuch der lateinischen Sprache. - Hauptsächlich bestimmt für höhere Schulen und für klassische Philologen","August Zimmermann"," fra 1915 på forlaget Verlag der Hahnschen Buchhandlung.","8759311649","40 kr","http://www.bogbasen.dk/images/3708772_125_125.jpg","Sprog","Studiebøger"
"TOSSERIER - Første Samling","Halfdan Rasmussen"," fra 1956 på forlaget Steen Hasselbalch. Hft. 47sider. ","8759311649","20 kr","http://www.bogbasen.dk/images/3716692_125_125.jpg","Skønlitteratur","Digte"
"Mystikkens verden - Mystiske steder","Anders Westenholtz (red)"," fra 1990 på forlaget Lademann","87-15-08568-6","20 kr","http://www.bogbasen.dk/images/3671292_125_125.jpg","Dokumentar"
"ALBERT ENGSTRÖM - ett Konstnärsalbum","Torsten Fogelqvist"," fra 1933 på forlaget Albert Bonnier. Indb. 24x31cm. 130sider med gengivelse af kunstnerens værker ledsaget af svensk tekst. God stand","87-15-08568-6","20 kr","http://www.bogbasen.dk/images/3729862_125_125.jpg","Kunsthistorie"
"Korstog i Europa I+II - 2.verdenskrig","Dwight D. Eisenhower"," fra 1948 på forlaget Danske bogsamleres klub","87-15-08568-6","25 kr","http://www.bogbasen.dk/images/3709425_125_125.jpg","Anden verdenskrig"
"Mennesket og Kunsten - Kunstarternes oprindelse og udvikling - Verden omkring os","Aage Marcus (red.)"," fra 1965 på forlaget Gyldendal","87-15-08568-6","30 kr","http://www.bogbasen.dk/images/3656223_125_125.jpg","Kunsthistorie"
"Ivar Kamkes konst - ett urval målningar, teckningar ock grafik","Martin Strömberg"," fra 1939 på forlaget Nordisk Rotogravyr","87-15-08568-6","20 kr","http://www.bogbasen.dk/images/3667604_125_125.jpg","Kunsthistorie"
"Bitre hvedebrødsdage - og 20 andre kærlighedshistorier fra hele verden.","Tove Ditlevsen (red)"," fra 1976 på forlaget Lademann","","20 kr","http://www.bogbasen.dk/images/3732500_125_125.jpg","Skønlitteratur","Historie:Danmark","Arkæologi","Romaner","Samfund & historie","Skønlitteratur"
"LEOPARDEN OG JEG - oplevelser i Kongo for 75år siden","Michaela Denis"," fra 1956 på forlaget Hasselbalch","","20 kr","http://www.bogbasen.dk/images/3432378_125_125.jpg","Samfund & historie","Afrika"
"Det salte med det søde - de gode måltider og nye muligheder","Jan Hurtigkarl og Jakob Mielcke Hansen"," fra 2005 på forlaget Jan Hurtigkarl & Co","87-91758-03-3","20 kr","http://www.bogbasen.dk/images/3729437_125_125.jpg","Kogebøger","Mad & gastronomi"
"Forældrefælden - den unødvendige bekymring","Frank Furedi"," fra 2002 på forlaget Gyldendal. Hft. 268sider","8702005638","30 kr","http://www.bogbasen.dk/images/3679007_125_125.jpg","Studiebøger"
"Er opdragelse nødvendig","Erik Sigsgaard"," fra 1994 på forlaget Tiderne skifter. Hft. 176sider, illustreret med tegninger af Ib Spang Olsen","8774455843","35 kr","http://www.bogbasen.dk/images/3679005_125_125.jpg","Studiebøger"
"Sorg og Krise","Lis Hillgaard, Lis Keiser, Lise Ravn"," fra 1992 på forlaget Munksgaard. Hft. 195sider.","8716096509","20 kr","http://www.bogbasen.dk/images/3528901_125_125.jpg","Studiebøger"
"UDVALGTE FORTÆLLINGER","Holger Drachmann"," fra 1901 på forlaget Gyldendal","8716096509","25 kr","http://www.bogbasen.dk/images/3264531_125_125.jpg","Skønlitteratur","Fortællinger"
"70´ernes kunstnere ?","Virtus Schade"," fra 1966 på Stig Vendelkærs forlag","8716096509","20 kr","http://www.bogbasen.dk/images/3729827_125_125.jpg","Kunsthistorie"
"Dit hår - dit ansigt - dit jeg","Linda Sonntag"," fra 1984 på Forlaget Danmark, indb. 128 sider, 23x29cm, som ny","8715055744","25 kr","http://www.bogbasen.dk/images/3670625_125_125.jpg","Selvudvikling"
"Kabaledjævelen - kabale håndbog","Politiken"," fra 1970 på forlaget Politiken ","87-567-1053-4","15 kr","http://www.bogbasen.dk/images/3729103_125_125.jpg","Hobby"
"Kællingen i Kraków","Jens Henrik Jensen"," fra 1998 på forlaget Borgen. Paperback, 340sider","87-567-1053-4","20 kr","http://www.bogbasen.dk/images/3663275_125_125.jpg","Skønlitteratur","Krimi/spænding"
"Trods mørkets harme. Jeg blev lærer - Erindringsglimt","Asger Baunsbak-Jensen"," fra 2005 på forlaget Poul Kristensen. Hft. 114sider","87-567-1053-4","20 kr","http://www.bogbasen.dk/images/3670887_125_125.jpg","Erindringer"
"Skipper-Skæg og Sømands-Skrøner","Mogens Frohn Nielsen"," fra 1987 på forlaget P. Haase & søn","8755907687","25 kr","http://www.bogbasen.dk/images/3671076_125_125.jpg","Humor"
"Gennem Blichers land til bispestaden Viborg","Johan Hvidtfeldt","3. udgave fra 1969 på forlaget Viborg Byhistoriske Arkiv. Hft. 78sider, illustreret med tegninger","8755907687","25 kr","http://www.bogbasen.dk/images/3741188_125_125.jpg","Lokalhistorie"
"På rejse med danske digtere","John F. Ekvall"," fra 1971 på Danske skribenters forlag. Hft. 152sider","8755907687","20 kr","http://www.bogbasen.dk/images/3741191_125_125.jpg","Historie:Kultur"
"Ind i det ydre - Kirke, kamp & krop","Jan Lindhardt","2. udgave fra 2004 på forlaget Hovedland. Hft. 234sider. Som ny","87-7739-715-0","30 kr","http://www.bogbasen.dk/images/3741038_125_125.jpg","Studiebøger","Teologi","Filosofi"
"Kan vingerne bære? - Håndbog i JOBJAGT og karriereudvikling","Torben Lausten","2. udgave fra 1992 på forlaget Thorsgaard. Indb. 282sider. Udb.biblioteksbog i god stand","87-88165-98-1","15 kr","http://www.bogbasen.dk/images/3741040_125_125.jpg","Studiebøger"
"Versets Løvemanke","Torben Brostrøm","2. udgave fra 1964 på forlaget Borgen. Paperback, 184sider.","87-88165-98-1","20 kr","http://www.bogbasen.dk/images/3730803_125_125.jpg","Litteraturhistorie"
"Tilgiv mig","Dick Francis"," fra 1997 på forlaget Forum. Paperback, 300sider","87-553-2586-6","20 kr","http://www.bogbasen.dk/images/3634836_125_125.jpg","Skønlitteratur"
"Den store kærlighed","Sarah Dunn"," fra 2005 på forlaget Aschenhoug. Paperback, 237sider","87-11-11919-5","20 kr","http://www.bogbasen.dk/images/3662910_125_125.jpg","Skønlitteratur"
"Super fit- smid kiloene-på 20minutter-træn effektivt","Ida Krak"," fra 2009 på Politikkens Forlag Hft. 126 sider, fin stand","9788756791038","25 kr","http://www.bogbasen.dk/images/3719265_125_125.jpg","Sundhed"
"Indiens lyrik idag. Folkenes digtning.","Overs. Erik Stinus, red. Af Jørgen Sonne"," fra 1970 på forlaget Rhodos. Hft. 150sider, uopskåret","87-7496-005-9","20 kr","http://www.bogbasen.dk/images/3741175_125_125.jpg","Kunst & kultur"
"Det danske Landbosamfund 1500-1800","Fridlev Skrubbeltrang"," fra 1979 på forlaget Den danske historiske Forening","87-87462-16-8","50 kr","http://www.bogbasen.dk/images/3651814_125_125.jpg","Samfundsvidenskab"
"Spirende Vaar","Johanne Korch"," fra 1941 på forlaget Nordisk. Indb. 178sider. God stand","87-87462-16-8","20 kr","http://www.bogbasen.dk/images/3732035_125_125.jpg","Skønlitteratur"
